nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21|  -0.0335  -0.0335  -0.0247  -0.0194  -0.0155  -0.0124 -0.00975 -0.00743 -0.00533 -0.00337 -0.00148 0.000379  0.00225   0.0042  0.00627  0.00855   0.0112   0.0144   0.0188   0.0254   0.0367   0.0367
       20|  -0.0335  -0.0335  -0.0247  -0.0194  -0.0155  -0.0124 -0.00975 -0.00743 -0.00533 -0.00337 -0.00148 0.000379  0.00225   0.0042  0.00627  0.00855   0.0112   0.0144   0.0188   0.0254   0.0367   0.0367
       19|  -0.0244  -0.0244  -0.0213  -0.0177  -0.0146  -0.0118 -0.00937 -0.00718 -0.00517 -0.00327 -0.00143 0.000382  0.00221   0.0041   0.0061  0.00827   0.0107   0.0135   0.0169   0.0211   0.0258   0.0258
       18|   -0.019   -0.019  -0.0175  -0.0153   -0.013  -0.0108  -0.0087 -0.00673 -0.00487 -0.00308 -0.00134 0.000391  0.00213  0.00393   0.0058   0.0078  0.00998   0.0124    0.015   0.0176   0.0197   0.0197
       17|  -0.0154  -0.0154  -0.0145  -0.0131  -0.0114 -0.00967  -0.0079 -0.00617 -0.00449 -0.00285 -0.00123 0.000384  0.00201  0.00367  0.00538  0.00717  0.00903    0.011   0.0129   0.0146   0.0157   0.0157
       16|  -0.0127  -0.0127  -0.0122  -0.0112 -0.00994 -0.00853 -0.00706 -0.00557 -0.00408 -0.00259 -0.00112 0.000363  0.00185  0.00336  0.00489  0.00644  0.00801  0.00954    0.011   0.0121   0.0128   0.0128
       15|  -0.0106  -0.0106  -0.0103 -0.00956  -0.0086 -0.00747 -0.00625 -0.00497 -0.00366 -0.00233   -0.001 0.000332  0.00167  0.00302  0.00437  0.00571  0.00701  0.00824  0.00932   0.0101   0.0106   0.0106
       14|   -0.009   -0.009 -0.00873 -0.00818 -0.00743 -0.00651 -0.00549 -0.00439 -0.00325 -0.00208-0.000899 0.000294  0.00149  0.00268  0.00386    0.005  0.00609  0.00708  0.00791  0.00852  0.00883  0.00883
       13| -0.00766 -0.00766 -0.00745 -0.00703 -0.00642 -0.00567 -0.00481 -0.00387 -0.00288 -0.00185-0.000804 0.000253  0.00131  0.00236  0.00338  0.00435  0.00526  0.00607  0.00673   0.0072  0.00744  0.00744
       12| -0.00656 -0.00656  -0.0064 -0.00605 -0.00555 -0.00493  -0.0042  -0.0034 -0.00254 -0.00164 -0.00072 0.000211  0.00114  0.00205  0.00294  0.00377  0.00454   0.0052  0.00574  0.00611  0.00629  0.00629
       11| -0.00565 -0.00565 -0.00552 -0.00523 -0.00482 -0.00429 -0.00367 -0.00298 -0.00224 -0.00145-0.000647  0.00017 0.000984  0.00178  0.00255  0.00326  0.00391  0.00446   0.0049  0.00521  0.00535  0.00535
       10|  -0.0049  -0.0049 -0.00478 -0.00455  -0.0042 -0.00375 -0.00322 -0.00262 -0.00198 -0.00129-0.000584 0.000133 0.000845  0.00154   0.0022  0.00282  0.00337  0.00384   0.0042  0.00445  0.00458  0.00458
        9| -0.00427 -0.00427 -0.00417 -0.00397 -0.00367 -0.00329 -0.00283 -0.00232 -0.00175 -0.00115-0.000531 9.81e-05 0.000722  0.00133  0.00191  0.00244  0.00291  0.00331  0.00362  0.00383  0.00393  0.00393
        8| -0.00375 -0.00375 -0.00367 -0.00349 -0.00324 -0.00291 -0.00251 -0.00205 -0.00156 -0.00103-0.000486 6.77e-05 0.000617  0.00115  0.00165  0.00212  0.00253  0.00287  0.00314  0.00332   0.0034   0.0034
        7| -0.00333 -0.00333 -0.00325  -0.0031 -0.00288 -0.00259 -0.00224 -0.00184  -0.0014-0.000933-0.000449 4.14e-05 0.000528 0.000999  0.00144  0.00185  0.00221  0.00251  0.00274   0.0029  0.00297  0.00297
        6| -0.00298 -0.00298 -0.00292 -0.00278 -0.00258 -0.00233 -0.00202 -0.00166 -0.00127-0.000852 -0.00042 1.92e-05 0.000454 0.000874  0.00127  0.00163  0.00195  0.00221  0.00242  0.00255  0.00262  0.00262
        5| -0.00271 -0.00271 -0.00265 -0.00253 -0.00235 -0.00212 -0.00184 -0.00152 -0.00116-0.000788-0.000396 1.05e-06 0.000394 0.000774  0.00113  0.00146  0.00174  0.00198  0.00216  0.00228  0.00234  0.00234
        4|  -0.0025  -0.0025 -0.00244 -0.00233 -0.00217 -0.00196  -0.0017 -0.00141 -0.00108-0.000738-0.000378-1.32e-05 0.000348 0.000696  0.00102  0.00132  0.00158   0.0018  0.00196  0.00208  0.00213  0.00213
        3| -0.00234 -0.00234 -0.00229 -0.00219 -0.00204 -0.00184  -0.0016 -0.00133 -0.00103-0.000702-0.000365-2.36e-05 0.000314  0.00064 0.000945  0.00122  0.00147  0.00167  0.00182  0.00193  0.00198  0.00198
        2| -0.00225 -0.00225  -0.0022  -0.0021 -0.00196 -0.00177 -0.00154 -0.00128-0.000988-0.000678-0.000357-3.04e-05 0.000292 0.000603 0.000895  0.00116  0.00139  0.00158  0.00173  0.00183  0.00188  0.00188
        1|  -0.0022  -0.0022 -0.00216 -0.00206 -0.00192 -0.00173 -0.00151 -0.00125 -0.00097-0.000667-0.000353-3.35e-05 0.000282 0.000586 0.000871  0.00113  0.00136  0.00154  0.00169  0.00178  0.00183  0.00183
        0|  -0.0022  -0.0022 -0.00216 -0.00206 -0.00192 -0.00173 -0.00151 -0.00125 -0.00097-0.000667-0.000353-3.35e-05 0.000282 0.000586 0.000871  0.00113  0.00136  0.00154  0.00169  0.00178  0.00183  0.00183

