nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21| -0.00851 -0.00851 -0.00305 -0.00205 -0.00188 -0.00194 -0.00209 -0.00232 -0.00262 -0.00302 -0.00354 -0.00422 -0.00514  -0.0064 -0.00812  -0.0102  -0.0119 -0.00905  0.00668   0.0473    0.111    0.111
       20| -0.00851 -0.00851 -0.00305 -0.00205 -0.00188 -0.00194 -0.00209 -0.00232 -0.00262 -0.00302 -0.00354 -0.00422 -0.00514  -0.0064 -0.00812  -0.0102  -0.0119 -0.00905  0.00668   0.0473    0.111    0.111
       19| -0.00447 -0.00447 -0.00382 -0.00319 -0.00283  -0.0027 -0.00272 -0.00284 -0.00307 -0.00341 -0.00388 -0.00452 -0.00541 -0.00667 -0.00848   -0.011   -0.014  -0.0159 -0.00996   0.0135    0.051    0.051
       18|  -0.0032  -0.0032 -0.00304 -0.00278 -0.00262 -0.00259 -0.00265  -0.0028 -0.00305  -0.0034 -0.00388 -0.00455 -0.00549 -0.00684 -0.00884  -0.0118  -0.0157  -0.0193  -0.0189 -0.00831  0.00918  0.00918
       17| -0.00248 -0.00248 -0.00245 -0.00237 -0.00232 -0.00235 -0.00244 -0.00262 -0.00287 -0.00323 -0.00372  -0.0044 -0.00536 -0.00679 -0.00902  -0.0124  -0.0172  -0.0223  -0.0244  -0.0189  -0.0093  -0.0093
       16| -0.00197 -0.00197 -0.00199 -0.00198   -0.002 -0.00206 -0.00217 -0.00235  -0.0026 -0.00294  -0.0034 -0.00403 -0.00494 -0.00631 -0.00849   -0.012  -0.0172  -0.0228  -0.0249  -0.0203  -0.0137  -0.0137
       15| -0.00157 -0.00157  -0.0016 -0.00162 -0.00166 -0.00174 -0.00185 -0.00201 -0.00223 -0.00252 -0.00291 -0.00344 -0.00418 -0.00529 -0.00707 -0.00994  -0.0141  -0.0183  -0.0195  -0.0152  -0.0101  -0.0101
       14| -0.00121 -0.00121 -0.00125 -0.00128 -0.00133  -0.0014 -0.00149 -0.00162 -0.00179 -0.00201  -0.0023 -0.00267 -0.00317 -0.00389 -0.00499 -0.00669 -0.00902  -0.0112  -0.0109 -0.00681 -0.00293 -0.00293
       13|-0.000886-0.000886-0.000918-0.000951-0.000992 -0.00105 -0.00112 -0.00121 -0.00132 -0.00146 -0.00162 -0.00182 -0.00206 -0.00237 -0.00279 -0.00334 -0.00396 -0.00411 -0.00258  0.00109  0.00395  0.00395
       12|-0.000583-0.000583-0.000611-0.000637-0.000667-0.000703-0.000744-0.000791-0.000842-0.000894-0.000943 -0.00098-0.000995 -0.00097-0.000873-0.000648-0.000163 0.000963  0.00304  0.00601  0.00802  0.00802
