nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21| -0.00928 -0.00928 -0.00384 -0.00288 -0.00274 -0.00281 -0.00297  -0.0032 -0.00351  -0.0039 -0.00441 -0.00507 -0.00598 -0.00724 -0.00906  -0.0115  -0.0141  -0.0129   0.0014   0.0422    0.107    0.107
       20| -0.00928 -0.00928 -0.00384 -0.00288 -0.00274 -0.00281 -0.00297  -0.0032 -0.00351  -0.0039 -0.00441 -0.00507 -0.00598 -0.00724 -0.00906  -0.0115  -0.0141  -0.0129   0.0014   0.0422    0.107    0.107
       19| -0.00526 -0.00526 -0.00462 -0.00401 -0.00368 -0.00356 -0.00359 -0.00371 -0.00394 -0.00427 -0.00472 -0.00534  -0.0062 -0.00743 -0.00929  -0.0121  -0.0159  -0.0199  -0.0161    0.007   0.0458   0.0458
       18| -0.00397 -0.00397 -0.00382 -0.00357 -0.00344 -0.00341 -0.00347 -0.00362 -0.00386 -0.00419 -0.00465 -0.00526 -0.00613  -0.0074 -0.00936  -0.0124  -0.0171  -0.0228   -0.025   -0.015  0.00379  0.00379
       17| -0.00324 -0.00324 -0.00322 -0.00315 -0.00311 -0.00313 -0.00323 -0.00339 -0.00362 -0.00395 -0.00438 -0.00498 -0.00581 -0.00704 -0.00898  -0.0122  -0.0172  -0.0236  -0.0275  -0.0218   -0.011   -0.011
       16| -0.00274 -0.00274 -0.00276 -0.00275 -0.00277 -0.00282 -0.00293 -0.00308  -0.0033 -0.00358 -0.00397 -0.00448 -0.00519 -0.00623 -0.00783  -0.0105  -0.0146  -0.0196  -0.0223  -0.0178  -0.0109  -0.0109
       15| -0.00234 -0.00234 -0.00237  -0.0024 -0.00243  -0.0025 -0.00259 -0.00273  -0.0029 -0.00313 -0.00343 -0.00381 -0.00431 -0.00501 -0.00604 -0.00763 -0.00997  -0.0125  -0.0131 -0.00895 -0.00415 -0.00415
       14|   -0.002   -0.002 -0.00203 -0.00207 -0.00211 -0.00216 -0.00224 -0.00234 -0.00247 -0.00262 -0.00281 -0.00303  -0.0033 -0.00363 -0.00405 -0.00458  -0.0052 -0.00549 -0.00419 -0.00035  0.00312  0.00312
       13| -0.00169 -0.00169 -0.00173 -0.00176 -0.00179 -0.00184 -0.00189 -0.00195 -0.00202  -0.0021 -0.00218 -0.00225  -0.0023 -0.00232 -0.00226 -0.00206 -0.00159-0.000471  0.00164  0.00485  0.00729  0.00729
       12| -0.00142 -0.00142 -0.00145 -0.00147 -0.00149 -0.00152 -0.00154 -0.00157 -0.00159 -0.00159 -0.00158 -0.00152 -0.00141  -0.0012-0.000848-0.000261 0.000712  0.00216  0.00414  0.00639  0.00793  0.00793
       11| -0.00117 -0.00117 -0.00119  -0.0012 -0.00122 -0.00122 -0.00122 -0.00121 -0.00118 -0.00113 -0.00104-0.000894-0.000672-0.000336  0.00016  0.00089   0.0019   0.0032  0.00467  0.00603  0.00687  0.00687
       10|-0.000936-0.000936-0.000954-0.000962 -0.00096-0.000949-0.000925-0.000884-0.000819-0.000721 -0.00058-0.000378-9.42e-05 0.000298 0.000832  0.00154  0.00242  0.00344  0.00446  0.00526  0.00568  0.00568
        9| -0.00073 -0.00073-0.000743-0.000743-0.000731-0.000705-0.000662-0.000598-0.000505-0.000377-0.000203 2.99e-05 0.000338 0.000737  0.00125  0.00187  0.00259  0.00336  0.00406  0.00456  0.00477  0.00477
        8|-0.000547-0.000547-0.000557-0.000551 -0.00053-0.000492-0.000435-0.000353-0.000242-9.49e-05 9.64e-05 0.000341  0.00065  0.00103  0.00149  0.00202  0.00259  0.00317  0.00366  0.00399   0.0041   0.0041
        7| -0.00039 -0.00039-0.000396-0.000385-0.000357 -0.00031-0.000242-0.000149-2.62e-05 0.000131 0.000329 0.000573 0.000868  0.00122  0.00162  0.00206  0.00252  0.00296  0.00331  0.00354  0.00362  0.00362
        6|-0.000257-0.000257-0.000261-0.000247-0.000213 -0.00016-8.43e-05 1.66e-05 0.000146 0.000308 0.000505 0.000742  0.00102  0.00134  0.00169  0.00206  0.00243  0.00277  0.00304  0.00321  0.00326  0.00326
        5|-0.000151-0.000151-0.000153-0.000136-9.82e-05-4.01e-05 4.06e-05 0.000146 0.000279 0.000441 0.000635 0.000862  0.00112  0.00141  0.00172  0.00203  0.00234  0.00261  0.00283  0.00295  0.00299  0.00299
        4|-7.13e-05-7.13e-05-7.17e-05-5.17e-05-1.15e-05    5e-05 0.000134 0.000243 0.000377 0.000539 0.000728 0.000946  0.00119  0.00145  0.00173    0.002  0.00227  0.00249  0.00267  0.00277   0.0028   0.0028
        3|-1.78e-05-1.78e-05-1.69e-05 4.79e-06 4.73e-05 0.000111 0.000198 0.000309 0.000444 0.000605 0.000791    0.001  0.00123  0.00148  0.00173  0.00198  0.00221  0.00241  0.00256  0.00265  0.00268  0.00268
        2| 9.38e-06 9.38e-06 1.14e-05 3.43e-05 7.84e-05 0.000144 0.000233 0.000346 0.000482 0.000643 0.000828  0.00103  0.00126  0.00149  0.00173  0.00197  0.00218  0.00236   0.0025  0.00258  0.00261  0.00261
        1| 1.25e-05 1.25e-05  1.5e-05  3.8e-05  8.3e-05  0.00015 0.000241 0.000355 0.000494 0.000656 0.000841  0.00105  0.00127   0.0015  0.00174  0.00197  0.00218  0.00235  0.00248  0.00256  0.00259  0.00259
        0| 1.25e-05 1.25e-05  1.5e-05  3.8e-05  8.3e-05  0.00015 0.000241 0.000355 0.000494 0.000656 0.000841  0.00105  0.00127   0.0015  0.00174  0.00197  0.00218  0.00235  0.00248  0.00256  0.00259  0.00259

