nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21|  -0.0327  -0.0327  -0.0245  -0.0196  -0.0159  -0.0129  -0.0103 -0.00803 -0.00596 -0.00403 -0.00218 -0.00036  0.00147  0.00337  0.00539  0.00762   0.0102   0.0134   0.0178   0.0248   0.0368   0.0368
       20|  -0.0327  -0.0327  -0.0245  -0.0196  -0.0159  -0.0129  -0.0103 -0.00803 -0.00596 -0.00403 -0.00218 -0.00036  0.00147  0.00337  0.00539  0.00762   0.0102   0.0134   0.0178   0.0248   0.0368   0.0368
       19|  -0.0241  -0.0241  -0.0212   -0.018   -0.015  -0.0123  -0.0099 -0.00776 -0.00578 -0.00391 -0.00211-0.000343  0.00144  0.00329  0.00524  0.00736  0.00975   0.0125   0.0159   0.0203   0.0253   0.0253
       18|  -0.0188  -0.0188  -0.0175  -0.0155  -0.0134  -0.0112 -0.00919 -0.00727 -0.00545  -0.0037   -0.002-0.000305   0.0014  0.00316    0.005  0.00696  0.00911   0.0115   0.0141   0.0169   0.0191   0.0191
       17|  -0.0154  -0.0154  -0.0146  -0.0133  -0.0117  -0.0101 -0.00836 -0.00668 -0.00505 -0.00344 -0.00186-0.000282  0.00131  0.00294  0.00462  0.00639  0.00824   0.0102   0.0121   0.0139    0.015    0.015
       16|  -0.0128  -0.0128  -0.0123  -0.0114  -0.0103 -0.00892  -0.0075 -0.00606 -0.00461 -0.00317 -0.00172-0.000276  0.00118  0.00266  0.00417  0.00571  0.00727  0.00881   0.0103   0.0114   0.0121   0.0121
       15|  -0.0108  -0.0108  -0.0105 -0.00984 -0.00893 -0.00786 -0.00668 -0.00545 -0.00418 -0.00289 -0.00159-0.000283  0.00103  0.00236  0.00369  0.00501  0.00631  0.00754  0.00863  0.00946   0.0099   0.0099
       14| -0.00925 -0.00925   -0.009  -0.0085 -0.00778 -0.00691 -0.00593 -0.00487 -0.00376 -0.00262 -0.00147-0.000301 0.000872  0.00204   0.0032  0.00434  0.00542  0.00641  0.00724  0.00786  0.00817  0.00817
       13| -0.00796 -0.00796 -0.00777 -0.00737 -0.00679 -0.00607 -0.00525 -0.00434 -0.00338 -0.00238 -0.00136-0.000326  0.00071  0.00174  0.00275  0.00371  0.00461  0.00542  0.00608  0.00655  0.00678  0.00678
       12|  -0.0069  -0.0069 -0.00674 -0.00642 -0.00594 -0.00535 -0.00465 -0.00387 -0.00304 -0.00216 -0.00127-0.000355 0.000556  0.00145  0.00232  0.00315  0.00391  0.00457   0.0051  0.00547  0.00565  0.00565
       11| -0.00602 -0.00602 -0.00589 -0.00562 -0.00523 -0.00472 -0.00412 -0.00346 -0.00273 -0.00197 -0.00118-0.000385 0.000412  0.00119  0.00195  0.00265  0.00329  0.00384  0.00428  0.00458  0.00472  0.00472
       10| -0.00529 -0.00529 -0.00518 -0.00495 -0.00462 -0.00419 -0.00368  -0.0031 -0.00247  -0.0018 -0.00112-0.000415 0.000282 0.000964  0.00162  0.00222  0.00276  0.00323  0.00359  0.00384  0.00396  0.00396
        9| -0.00468 -0.00468 -0.00458 -0.00439 -0.00411 -0.00374  -0.0033 -0.00279 -0.00225 -0.00166 -0.00106-0.000444 0.000167 0.000763  0.00133  0.00185  0.00232  0.00271  0.00302  0.00322  0.00332  0.00332
        8| -0.00417 -0.00417 -0.00409 -0.00393 -0.00368 -0.00336 -0.00298 -0.00254 -0.00206 -0.00154 -0.00101-0.000469  6.8e-05  0.00059  0.00108  0.00154  0.00194  0.00228  0.00254  0.00272   0.0028   0.0028
        7| -0.00376 -0.00376 -0.00369 -0.00354 -0.00333 -0.00305 -0.00271 -0.00232  -0.0019 -0.00144-0.000971-0.000492-1.65e-05 0.000445  0.00088  0.00128  0.00163  0.00192  0.00215   0.0023  0.00238  0.00238
        6| -0.00342 -0.00342 -0.00336 -0.00323 -0.00304 -0.00279 -0.00249 -0.00215 -0.00177 -0.00136 -0.00094-0.000512-8.68e-05 0.000324 0.000712  0.00107  0.00138  0.00164  0.00184  0.00197  0.00203  0.00203
