nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21|  -0.0132  -0.0132 -0.00847 -0.00831 -0.00866 -0.00886 -0.00881 -0.00852 -0.00803 -0.00737  -0.0066 -0.00578 -0.00498 -0.00428 -0.00374 -0.00331 -0.00243 0.000113  0.00815   0.0288   0.0645   0.0645
       20|  -0.0132  -0.0132 -0.00847 -0.00831 -0.00866 -0.00886 -0.00881 -0.00852 -0.00803 -0.00737  -0.0066 -0.00578 -0.00498 -0.00428 -0.00374 -0.00331 -0.00243 0.000113  0.00815   0.0288   0.0645   0.0645
       19| -0.00934 -0.00934 -0.00908 -0.00896  -0.0089  -0.0088 -0.00857 -0.00818 -0.00764 -0.00697 -0.00622 -0.00541 -0.00461 -0.00388 -0.00328 -0.00289 -0.00273 -0.00204  0.00131   0.0125   0.0316   0.0316
       18| -0.00766 -0.00766 -0.00773 -0.00774 -0.00774 -0.00765 -0.00744  -0.0071 -0.00662 -0.00604 -0.00536 -0.00462 -0.00386 -0.00309 -0.00234 -0.00161-0.000877 0.000192  0.00278  0.00941   0.0182   0.0182
       17| -0.00659 -0.00659 -0.00667  -0.0067 -0.00668 -0.00658 -0.00639 -0.00607 -0.00565 -0.00512 -0.00451 -0.00381 -0.00306 -0.00225 -0.00136-0.000349 0.000914  0.00271  0.00558     0.01   0.0143   0.0143
       16| -0.00575 -0.00575 -0.00582 -0.00583 -0.00579 -0.00568 -0.00548 -0.00519  -0.0048 -0.00431 -0.00374 -0.00308 -0.00234  -0.0015-0.000542 0.000601  0.00204  0.00392   0.0064  0.00929   0.0115   0.0115
       15| -0.00506 -0.00506  -0.0051 -0.00509 -0.00504 -0.00492 -0.00472 -0.00444 -0.00407 -0.00361 -0.00307 -0.00245 -0.00173-0.000906 4.57e-05  0.00117  0.00252  0.00414  0.00598  0.00775  0.00888  0.00888
       14| -0.00446 -0.00446 -0.00449 -0.00447 -0.00439 -0.00426 -0.00407  -0.0038 -0.00345 -0.00302 -0.00251 -0.00192 -0.00125-0.000472 0.000414  0.00143  0.00259  0.00387  0.00517  0.00627  0.00687  0.00687
       13| -0.00394 -0.00394 -0.00396 -0.00392 -0.00384 -0.00371 -0.00352 -0.00325 -0.00293 -0.00253 -0.00205 -0.00151-0.000884-0.000179 0.000611  0.00149  0.00244  0.00342  0.00434  0.00505  0.00539  0.00539
