nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21| -0.00922 -0.00922 -0.00387 -0.00306 -0.00306 -0.00326 -0.00355 -0.00389 -0.00427  -0.0047 -0.00518 -0.00572 -0.00639 -0.00728 -0.00861  -0.0106  -0.0136  -0.0143 -0.00311   0.0335    0.094    0.094
       20| -0.00922 -0.00922 -0.00387 -0.00306 -0.00306 -0.00326 -0.00355 -0.00389 -0.00427  -0.0047 -0.00518 -0.00572 -0.00639 -0.00728 -0.00861  -0.0106  -0.0136  -0.0143 -0.00311   0.0335    0.094    0.094
       19| -0.00531 -0.00531 -0.00471 -0.00422   -0.004 -0.00398  -0.0041  -0.0043 -0.00457  -0.0049 -0.00529 -0.00575 -0.00633 -0.00713 -0.00836  -0.0105  -0.0142  -0.0196  -0.0185  0.00132    0.037    0.037
       18| -0.00402 -0.00402 -0.00391 -0.00374 -0.00368 -0.00372 -0.00384 -0.00403 -0.00426 -0.00454 -0.00487 -0.00527 -0.00578 -0.00649 -0.00759 -0.00951  -0.0129  -0.0182  -0.0213  -0.0119  0.00597  0.00597
       17|  -0.0033  -0.0033 -0.00331 -0.00328 -0.00329 -0.00335 -0.00347 -0.00362 -0.00381 -0.00403  -0.0043 -0.00461 -0.00501 -0.00555 -0.00634 -0.00762 -0.00972  -0.0126  -0.0141 -0.00833 0.000997 0.000997
       16| -0.00281 -0.00281 -0.00285 -0.00287 -0.00291 -0.00298 -0.00308  -0.0032 -0.00334  -0.0035 -0.00368 -0.00388 -0.00412  -0.0044 -0.00476 -0.00523 -0.00581 -0.00623 -0.00515-0.000511  0.00485  0.00485
       15| -0.00243 -0.00243 -0.00248 -0.00251 -0.00256 -0.00262 -0.00269 -0.00278 -0.00287 -0.00296 -0.00305 -0.00314  -0.0032 -0.00323 -0.00319 -0.00303 -0.00257 -0.00149 0.000736  0.00447  0.00778  0.00778
       14| -0.00211 -0.00211 -0.00216 -0.00219 -0.00223 -0.00228 -0.00233 -0.00238 -0.00242 -0.00245 -0.00246 -0.00244 -0.00236 -0.00219 -0.00189 -0.00135-0.000429  0.00103  0.00316  0.00572  0.00765  0.00765
       13| -0.00184 -0.00184 -0.00188 -0.00191 -0.00194 -0.00197 -0.00199 -0.00201 -0.00201 -0.00198 -0.00193 -0.00182 -0.00164 -0.00135-0.000908-0.000235 0.000737  0.00205  0.00364  0.00518  0.00619  0.00619
       12|  -0.0016  -0.0016 -0.00163 -0.00166 -0.00167 -0.00168 -0.00169 -0.00167 -0.00164 -0.00157 -0.00147  -0.0013 -0.00106-0.000721-0.000235 0.000424  0.00128  0.00231   0.0034  0.00432  0.00482  0.00482
       11| -0.00139 -0.00139 -0.00141 -0.00143 -0.00144 -0.00143 -0.00141 -0.00138 -0.00132 -0.00122 -0.00108-0.000891-0.000627-0.000271 0.000194 0.000779  0.00148  0.00225  0.00299  0.00355   0.0038   0.0038
       10|  -0.0012  -0.0012 -0.00122 -0.00123 -0.00123 -0.00121 -0.00118 -0.00112 -0.00104-0.000931-0.000776-0.000571-0.000305 3.45e-05 0.000452 0.000946   0.0015  0.00207  0.00258  0.00294  0.00308  0.00308
        9| -0.00104 -0.00104 -0.00105 -0.00105 -0.00104 -0.00102-0.000975-0.000909-0.000818-0.000695-0.000534 -0.00033 -7.5e-05 0.000234 0.000597  0.00101  0.00144  0.00186  0.00222  0.00246  0.00255  0.00255
        8|-0.000894-0.000894-0.000906-0.000904-0.000888-0.000855-0.000804-0.000732-0.000634-0.000507-0.000347-0.000151 8.54e-05 0.000361 0.000672  0.00101  0.00135  0.00167  0.00193   0.0021  0.00215  0.00215
        7|-0.000774-0.000774-0.000784-0.000778-0.000757 -0.00072-0.000664-0.000587-0.000487 -0.00036-0.000205-2.03e-05 0.000195 0.000439 0.000704 0.000981  0.00125   0.0015   0.0017  0.00182  0.00186  0.00186
        6|-0.000675-0.000675-0.000683-0.000674 -0.00065 -0.00061-0.000551-0.000472-0.000371-0.000248-9.94e-05 7.31e-05 0.000269 0.000484 0.000713 0.000945  0.00117  0.00136  0.00152  0.00161  0.00163  0.00163
        5|-0.000597-0.000597-0.000603-0.000593-0.000567-0.000524-0.000463-0.000383-0.000284-0.000163-2.21e-05 0.000139 0.000318 0.000511  0.00071 0.000909  0.00109  0.00125  0.00138  0.00145  0.00147  0.00147
        4| -0.00054 -0.00054-0.000544-0.000532-0.000504 -0.00046-0.000398-0.000318 -0.00022-0.000102 3.28e-05 0.000185  0.00035 0.000525 0.000704 0.000878  0.00104  0.00117  0.00128  0.00134  0.00135  0.00135
        3|-0.000502-0.000502-0.000505-0.000492-0.000463-0.000418-0.000355-0.000274-0.000177-6.16e-05 6.96e-05 0.000215 0.000371 0.000535 0.000699 0.000856    0.001  0.00112  0.00121  0.00126  0.00127  0.00127
        2|-0.000485-0.000485-0.000487-0.000473-0.000442-0.000395-0.000332 -0.00025-0.000152-3.81e-05 9.12e-05 0.000233 0.000385 0.000541 0.000697 0.000845 0.000979  0.00109  0.00117  0.00122  0.00123  0.00123
        1|-0.000485-0.000485-0.000487-0.000473-0.000441-0.000393-0.000328-0.000245-0.000146-3.07e-05 9.91e-05 0.000241 0.000392 0.000547   0.0007 0.000846 0.000977  0.00109  0.00117  0.00121  0.00122  0.00122
        0|-0.000485-0.000485-0.000487-0.000473-0.000441-0.000393-0.000328-0.000245-0.000146-3.07e-05 9.91e-05 0.000241 0.000392 0.000547   0.0007 0.000846 0.000977  0.00109  0.00117  0.00121  0.00122  0.00122

