nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21|  -0.0149  -0.0149  -0.0103  -0.0101  -0.0103  -0.0102 -0.00975 -0.00907 -0.00821 -0.00723 -0.00618 -0.00512  -0.0041 -0.00314 -0.00226  -0.0013 2.29e-05  0.00279   0.0101    0.028   0.0593   0.0593
       20|  -0.0149  -0.0149  -0.0103  -0.0101  -0.0103  -0.0102 -0.00975 -0.00907 -0.00821 -0.00723 -0.00618 -0.00512  -0.0041 -0.00314 -0.00226  -0.0013 2.29e-05  0.00279   0.0101    0.028   0.0593   0.0593
       19|  -0.0109  -0.0109  -0.0106  -0.0105  -0.0102 -0.00988 -0.00933 -0.00861 -0.00776 -0.00681  -0.0058 -0.00477 -0.00375 -0.00278 -0.00188 -0.00108-0.000263  0.00102  0.00449   0.0143   0.0307   0.0307
       18| -0.00892 -0.00892 -0.00899 -0.00895 -0.00882 -0.00853 -0.00808 -0.00748 -0.00675 -0.00592 -0.00502 -0.00407 -0.00309  -0.0021 -0.00108-2.19e-05  0.00118  0.00282  0.00575   0.0117   0.0191   0.0191
       17| -0.00765 -0.00765 -0.00772 -0.00769 -0.00757 -0.00732 -0.00693 -0.00642 -0.00578 -0.00505 -0.00423 -0.00335 -0.00241 -0.00141-0.000308 0.000937  0.00245  0.00446  0.00733   0.0113   0.0148   0.0148
       16| -0.00666 -0.00666  -0.0067 -0.00666 -0.00653  -0.0063 -0.00595  -0.0055 -0.00493 -0.00427 -0.00353 -0.00271 -0.00181-0.000817 0.000292  0.00157   0.0031    0.005  0.00731  0.00981   0.0116   0.0116
       15| -0.00582 -0.00582 -0.00585 -0.00579 -0.00566 -0.00544 -0.00513 -0.00471  -0.0042  -0.0036 -0.00292 -0.00216 -0.00131-0.000371 0.000682  0.00188  0.00325  0.00482   0.0065  0.00804  0.00897  0.00897
       14| -0.00512 -0.00512 -0.00512 -0.00506 -0.00493 -0.00472 -0.00442 -0.00404 -0.00358 -0.00303 -0.00241 -0.00171-0.000929-6.59e-05 0.000889  0.00195   0.0031  0.00433  0.00553   0.0065  0.00701  0.00701
       13|  -0.0045  -0.0045  -0.0045 -0.00443  -0.0043  -0.0041 -0.00383 -0.00348 -0.00305 -0.00256 -0.00199 -0.00135 -0.00065 0.000123 0.000962  0.00186  0.00281  0.00375  0.00461  0.00526  0.00556  0.00556
