nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21| -0.00914 -0.00914 -0.00377 -0.00291 -0.00286 -0.00302 -0.00327 -0.00358 -0.00394 -0.00437 -0.00488 -0.00548 -0.00624 -0.00728 -0.00881  -0.0111  -0.0141   -0.015  -0.0034   0.0346   0.0972   0.0972
       20| -0.00914 -0.00914 -0.00377 -0.00291 -0.00286 -0.00302 -0.00327 -0.00358 -0.00394 -0.00437 -0.00488 -0.00548 -0.00624 -0.00728 -0.00881  -0.0111  -0.0141   -0.015  -0.0034   0.0346   0.0972   0.0972
       19| -0.00521 -0.00521 -0.00459 -0.00406 -0.00381 -0.00375 -0.00384 -0.00403 -0.00429 -0.00463 -0.00505 -0.00558 -0.00626  -0.0072 -0.00864   -0.011   -0.015  -0.0207  -0.0197 0.000975   0.0381   0.0381
       18| -0.00391 -0.00391 -0.00379  -0.0036 -0.00352 -0.00354 -0.00364 -0.00381 -0.00405 -0.00435 -0.00472 -0.00519 -0.00581 -0.00667   -0.008  -0.0102  -0.0142    -0.02  -0.0237  -0.0143  0.00433  0.00433
       17| -0.00319 -0.00319 -0.00319 -0.00315 -0.00315  -0.0032  -0.0033 -0.00346 -0.00366 -0.00391 -0.00423 -0.00462 -0.00512 -0.00581 -0.00684 -0.00849  -0.0112   -0.015  -0.0175  -0.0118 -0.00189 -0.00189
       16|  -0.0027  -0.0027 -0.00274 -0.00275 -0.00278 -0.00285 -0.00294 -0.00307 -0.00323 -0.00342 -0.00365 -0.00393 -0.00426 -0.00469 -0.00525 -0.00603 -0.00712 -0.00828 -0.00794 -0.00333  0.00241  0.00241
       15| -0.00233 -0.00233 -0.00237  -0.0024 -0.00244  -0.0025 -0.00258 -0.00268 -0.00279 -0.00291 -0.00305 -0.00319 -0.00334 -0.00348 -0.00359 -0.00363 -0.00347 -0.00274-0.000754  0.00318  0.00682  0.00682
       14| -0.00201 -0.00201 -0.00205 -0.00209 -0.00213 -0.00218 -0.00223 -0.00229 -0.00235 -0.00241 -0.00246 -0.00248 -0.00247 -0.00238 -0.00216 -0.00173-0.000912 0.000496   0.0027  0.00557  0.00782  0.00782
       13| -0.00174 -0.00174 -0.00178 -0.00181 -0.00184 -0.00187  -0.0019 -0.00193 -0.00194 -0.00194 -0.00192 -0.00184  -0.0017 -0.00146 -0.00106 -0.00042 0.000552  0.00193  0.00366  0.00545  0.00668  0.00668
