nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21|   -0.015   -0.015  -0.0105  -0.0103  -0.0104  -0.0103 -0.00982 -0.00911 -0.00821  -0.0072 -0.00613 -0.00505 -0.00401 -0.00303 -0.00212 -0.00112 0.000239  0.00303   0.0103   0.0279   0.0588   0.0588
       20|   -0.015   -0.015  -0.0105  -0.0103  -0.0104  -0.0103 -0.00982 -0.00911 -0.00821  -0.0072 -0.00613 -0.00505 -0.00401 -0.00303 -0.00212 -0.00112 0.000239  0.00303   0.0103   0.0279   0.0588   0.0588
       19|   -0.011   -0.011  -0.0108  -0.0106  -0.0104 -0.00997 -0.00939 -0.00864 -0.00776 -0.00678 -0.00575  -0.0047 -0.00367 -0.00268 -0.00175 -0.00091-4.73e-05  0.00128  0.00476   0.0144   0.0306   0.0306
       18| -0.00904 -0.00904 -0.00912 -0.00907 -0.00892 -0.00861 -0.00813 -0.00751 -0.00675  -0.0059 -0.00498 -0.00401 -0.00302   -0.002-0.000967  0.00012  0.00136  0.00304  0.00599   0.0119   0.0191   0.0191
       17| -0.00775 -0.00775 -0.00782 -0.00779 -0.00765 -0.00738 -0.00698 -0.00644 -0.00579 -0.00504  -0.0042 -0.00331 -0.00235 -0.00133-0.000212  0.00105  0.00258  0.00461  0.00747   0.0114   0.0148   0.0148
       16| -0.00674 -0.00674 -0.00678 -0.00674  -0.0066 -0.00636   -0.006 -0.00552 -0.00494 -0.00427 -0.00351 -0.00267 -0.00176-0.000753 0.000368  0.00166   0.0032  0.00509  0.00739  0.00985   0.0116   0.0116
       15|  -0.0059  -0.0059 -0.00592 -0.00586 -0.00572 -0.00549 -0.00516 -0.00473 -0.00421  -0.0036  -0.0029 -0.00213 -0.00127-0.000322  0.00074  0.00194  0.00332  0.00488  0.00655  0.00807  0.00898  0.00898
       14| -0.00518 -0.00518 -0.00518 -0.00512 -0.00498 -0.00476 -0.00445 -0.00406 -0.00359 -0.00303  -0.0024 -0.00169-0.000899 -2.8e-05 0.000933  0.00199  0.00315  0.00437  0.00556  0.00652  0.00703  0.00703
       13| -0.00456 -0.00456 -0.00455 -0.00448 -0.00435 -0.00414 -0.00386  -0.0035 -0.00306 -0.00256 -0.00198 -0.00134-0.000627 0.000151 0.000995   0.0019  0.00284  0.00378  0.00464  0.00528  0.00558  0.00558
       12| -0.00402 -0.00402 -0.00401 -0.00394 -0.00381 -0.00361 -0.00335 -0.00302 -0.00263 -0.00217 -0.00165 -0.00107-0.000439 0.000245 0.000972  0.00173  0.00249  0.00322  0.00384  0.00429  0.00448  0.00448
       11| -0.00356 -0.00356 -0.00354 -0.00348 -0.00335 -0.00317 -0.00293 -0.00263 -0.00227 -0.00185 -0.00139-0.000874-0.000316 0.000279 0.000899  0.00153  0.00214  0.00271  0.00318   0.0035  0.00363  0.00363
       10| -0.00316 -0.00316 -0.00315 -0.00308 -0.00296 -0.00279 -0.00257  -0.0023 -0.00197  -0.0016 -0.00118-0.000729 -0.00024 0.000274 0.000801  0.00132  0.00182  0.00227  0.00263  0.00287  0.00297  0.00297
        9| -0.00282 -0.00282 -0.00281 -0.00274 -0.00264 -0.00248 -0.00227 -0.00203 -0.00173  -0.0014 -0.00103-0.000624-0.000197 0.000247 0.000694  0.00113  0.00154   0.0019  0.00218  0.00237  0.00244  0.00244
        8| -0.00254 -0.00254 -0.00252 -0.00246 -0.00236 -0.00222 -0.00203  -0.0018 -0.00154 -0.00124-0.000907-0.000551-0.000176 0.000208 0.000591 0.000959   0.0013  0.00159  0.00182  0.00196  0.00202  0.00202
        7|  -0.0023  -0.0023 -0.00229 -0.00223 -0.00214   -0.002 -0.00183 -0.00162 -0.00138 -0.00111-0.000816-0.000499-0.000169 0.000166 0.000496 0.000809  0.00109  0.00134  0.00152  0.00164  0.00169  0.00169
        6| -0.00211 -0.00211  -0.0021 -0.00204 -0.00195 -0.00183 -0.00167 -0.00148 -0.00126 -0.00102-0.000747-0.000463 -0.00017 0.000125 0.000413 0.000684 0.000928  0.00113  0.00129  0.00139  0.00143  0.00143
        5| -0.00196 -0.00196 -0.00194 -0.00189 -0.00181 -0.00169 -0.00155 -0.00137 -0.00117-0.000941-0.000697-0.000439-0.000175  8.9e-05 0.000345 0.000583 0.000796 0.000973  0.00111  0.00119  0.00122  0.00122
        4| -0.00184 -0.00184 -0.00183 -0.00178  -0.0017 -0.00159 -0.00145 -0.00129  -0.0011-0.000887-0.000661-0.000423-0.000181 5.96e-05 0.000291 0.000506 0.000696 0.000854 0.000973  0.00105  0.00108  0.00108
        3| -0.00176 -0.00176 -0.00175  -0.0017 -0.00163 -0.00152 -0.00139 -0.00123 -0.00105 -0.00085-0.000636-0.000413-0.000186 3.82e-05 0.000253 0.000451 0.000626  0.00077 0.000879 0.000947 0.000972 0.000972
        2| -0.00171 -0.00171  -0.0017 -0.00165 -0.00158 -0.00148 -0.00135  -0.0012 -0.00102-0.000827-0.000621-0.000406-0.000189 2.56e-05  0.00023 0.000419 0.000584 0.000721 0.000823 0.000887 0.000911 0.000911
        1|  -0.0017  -0.0017 -0.00168 -0.00164 -0.00157 -0.00146 -0.00134 -0.00118 -0.00101-0.000819-0.000615-0.000403-0.000189  2.2e-05 0.000223 0.000408  0.00057 0.000703 0.000804 0.000866 0.000889 0.000889
        0|  -0.0017  -0.0017 -0.00168 -0.00164 -0.00157 -0.00146 -0.00134 -0.00118 -0.00101-0.000819-0.000615-0.000403-0.000189  2.2e-05 0.000223 0.000408  0.00057 0.000703 0.000804 0.000866 0.000889 0.000889

