nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21| -0.00915 -0.00915 -0.00373 -0.00281  -0.0027  -0.0028 -0.00299 -0.00324 -0.00356 -0.00397 -0.00448 -0.00513   -0.006 -0.00721 -0.00899  -0.0115  -0.0146   -0.015 -0.00228   0.0377    0.103    0.103
       20| -0.00915 -0.00915 -0.00373 -0.00281  -0.0027  -0.0028 -0.00299 -0.00324 -0.00356 -0.00397 -0.00448 -0.00513   -0.006 -0.00721 -0.00899  -0.0115  -0.0146   -0.015 -0.00228   0.0377    0.103    0.103
       19| -0.00515 -0.00515 -0.00452 -0.00395 -0.00364 -0.00354 -0.00359 -0.00373 -0.00397  -0.0043 -0.00475 -0.00534 -0.00614 -0.00728 -0.00902  -0.0118   -0.016  -0.0215  -0.0198  0.00232   0.0412   0.0412
       18| -0.00386 -0.00386 -0.00372  -0.0035 -0.00338 -0.00337 -0.00344  -0.0036 -0.00383 -0.00415 -0.00457 -0.00513 -0.00589 -0.00699 -0.00869  -0.0115  -0.0161  -0.0227  -0.0266   -0.017   0.0024   0.0024
       17| -0.00313 -0.00313 -0.00312 -0.00306 -0.00304 -0.00307 -0.00316 -0.00331 -0.00353 -0.00382  -0.0042  -0.0047 -0.00539 -0.00636 -0.00785  -0.0103  -0.0143  -0.0199  -0.0238  -0.0181 -0.00743 -0.00743
       16| -0.00264 -0.00264 -0.00267 -0.00267 -0.00269 -0.00274 -0.00284 -0.00298 -0.00316  -0.0034 -0.00371 -0.00411 -0.00462 -0.00533 -0.00635 -0.00792  -0.0103  -0.0133  -0.0147  -0.0102 -0.00381 -0.00381
       15| -0.00226 -0.00226 -0.00229 -0.00232 -0.00236 -0.00242  -0.0025 -0.00261 -0.00275 -0.00293 -0.00314  -0.0034 -0.00371 -0.00408 -0.00455 -0.00515 -0.00587 -0.00639 -0.00536 -0.00126  0.00301  0.00301
       14| -0.00193 -0.00193 -0.00197 -0.00201 -0.00204 -0.00209 -0.00216 -0.00224 -0.00233 -0.00243 -0.00254 -0.00266 -0.00276 -0.00284 -0.00285 -0.00273 -0.00234  -0.0013 0.000812  0.00429   0.0072   0.0072
       13| -0.00165 -0.00165 -0.00169 -0.00172 -0.00175 -0.00179 -0.00183 -0.00187 -0.00191 -0.00195 -0.00197 -0.00196  -0.0019 -0.00175 -0.00146-0.000939-2.46e-05  0.00142  0.00347  0.00592  0.00771  0.00771
       12|  -0.0014  -0.0014 -0.00143 -0.00146 -0.00148  -0.0015 -0.00151 -0.00152 -0.00152  -0.0015 -0.00144 -0.00134 -0.00117-0.000885-0.000443 0.000236  0.00121  0.00252  0.00406  0.00555  0.00651  0.00651
