nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21|  -0.0199  -0.0199  -0.0152  -0.0143  -0.0134  -0.0122  -0.0108 -0.00927 -0.00773 -0.00622 -0.00475 -0.00333 -0.00192-0.000506 0.000972  0.00256  0.00452  0.00757   0.0136   0.0264   0.0492   0.0492
       20|  -0.0199  -0.0199  -0.0152  -0.0143  -0.0134  -0.0122  -0.0108 -0.00927 -0.00773 -0.00622 -0.00475 -0.00333 -0.00192-0.000506 0.000972  0.00256  0.00452  0.00757   0.0136   0.0264   0.0492   0.0492
       19|   -0.015   -0.015  -0.0146  -0.0138  -0.0128  -0.0115  -0.0102 -0.00876 -0.00731 -0.00588 -0.00447 -0.00308 -0.00171-0.000329  0.00108  0.00256  0.00421  0.00634  0.00989   0.0171   0.0284   0.0284
       18|  -0.0121  -0.0121  -0.0121  -0.0116  -0.0109    -0.01 -0.00893 -0.00774 -0.00649 -0.00522 -0.00393 -0.00263 -0.00131  5.2e-05  0.00148  0.00304  0.00483  0.00706   0.0102   0.0148   0.0196   0.0196
       17|  -0.0103  -0.0103  -0.0102 -0.00989 -0.00936 -0.00863 -0.00775 -0.00676 -0.00568 -0.00455 -0.00338 -0.00217-0.000923 0.000389  0.00179  0.00334  0.00511  0.00723  0.00981   0.0127    0.015    0.015
       16| -0.00879 -0.00879 -0.00873 -0.00848 -0.00805 -0.00746 -0.00672 -0.00588 -0.00494 -0.00394 -0.00288 -0.00177-0.000609 0.000623  0.00194  0.00338  0.00498  0.00676  0.00868   0.0105   0.0117   0.0117
       15| -0.00759 -0.00759 -0.00753 -0.00732 -0.00696 -0.00645 -0.00583  -0.0051 -0.00428 -0.00339 -0.00244 -0.00144-0.000373 0.000752  0.00195  0.00322  0.00458    0.006  0.00739  0.00856  0.00921  0.00921
       14| -0.00659 -0.00659 -0.00653 -0.00635 -0.00603  -0.0056 -0.00506 -0.00443 -0.00371 -0.00292 -0.00207 -0.00117-0.000212 0.000794  0.00185  0.00295  0.00407  0.00518   0.0062  0.00698  0.00737  0.00737
       13| -0.00575 -0.00575 -0.00569 -0.00553 -0.00526 -0.00488 -0.00441 -0.00385 -0.00322 -0.00252 -0.00177-0.000961-0.000112 0.000774  0.00169  0.00262  0.00354  0.00441  0.00516  0.00571  0.00597  0.00597
       12| -0.00503 -0.00503 -0.00498 -0.00484  -0.0046 -0.00427 -0.00385 -0.00336  -0.0028 -0.00219 -0.00152-0.000806-5.99e-05 0.000712   0.0015  0.00228  0.00303  0.00372  0.00429  0.00469  0.00487  0.00487
       11| -0.00443 -0.00443 -0.00438 -0.00425 -0.00404 -0.00375 -0.00338 -0.00295 -0.00246 -0.00191 -0.00132-0.000695-4.18e-05 0.000627   0.0013  0.00195  0.00257  0.00312  0.00357  0.00387    0.004    0.004
       10| -0.00392 -0.00392 -0.00387 -0.00376 -0.00357 -0.00331 -0.00299  -0.0026 -0.00217 -0.00169 -0.00117-0.000616-4.63e-05 0.000532   0.0011  0.00166  0.00217  0.00261  0.00297   0.0032   0.0033   0.0033
        9| -0.00348 -0.00348 -0.00344 -0.00334 -0.00317 -0.00294 -0.00265 -0.00232 -0.00193  -0.0015 -0.00104-0.000562-6.45e-05 0.000436 0.000927  0.00139  0.00182  0.00218  0.00247  0.00266  0.00274  0.00274
        8| -0.00312 -0.00312 -0.00309 -0.00299 -0.00284 -0.00264 -0.00238 -0.00208 -0.00173 -0.00136 -0.00095-0.000525   -9e-05 0.000345 0.000768  0.00117  0.00152  0.00183  0.00207  0.00222  0.00229  0.00229
        7| -0.00282 -0.00282 -0.00279 -0.00271 -0.00257 -0.00239 -0.00216 -0.00188 -0.00158 -0.00124-0.000878-0.000501-0.000118 0.000263 0.000631 0.000974  0.00128  0.00154  0.00174  0.00187  0.00192  0.00192
        6| -0.00258 -0.00258 -0.00255 -0.00247 -0.00235 -0.00218 -0.00197 -0.00173 -0.00145 -0.00115-0.000823-0.000486-0.000145 0.000192 0.000515 0.000815  0.00108   0.0013  0.00147  0.00158  0.00163  0.00163
        5| -0.00239 -0.00239 -0.00236 -0.00229 -0.00218 -0.00202 -0.00183 -0.00161 -0.00135 -0.00108-0.000782-0.000477 -0.00017 0.000133 0.000422 0.000688 0.000924  0.00112  0.00127  0.00136   0.0014   0.0014
        4| -0.00224 -0.00224 -0.00222 -0.00215 -0.00204  -0.0019 -0.00172 -0.00151 -0.00128 -0.00102-0.000752-0.000472 -0.00019 8.67e-05  0.00035 0.000591 0.000804  0.00098  0.00111   0.0012  0.00123  0.00123
        3| -0.00214 -0.00214 -0.00211 -0.00205 -0.00195 -0.00181 -0.00165 -0.00145 -0.00123-0.000987-0.000732-0.000469-0.000205 5.33e-05 0.000298 0.000522 0.000718 0.000881    0.001  0.00108  0.00111  0.00111
        2| -0.00208 -0.00208 -0.00205 -0.00199 -0.00189 -0.00176  -0.0016 -0.00141  -0.0012-0.000964-0.000719-0.000467-0.000214 3.27e-05 0.000266  0.00048 0.000666  0.00082 0.000937  0.00101  0.00104  0.00104
        1| -0.00205 -0.00205 -0.00203 -0.00197 -0.00187 -0.00174 -0.00158 -0.00139 -0.00118-0.000955-0.000714-0.000466-0.000217 2.49e-05 0.000254 0.000463 0.000646 0.000797  0.00091 0.000983  0.00101  0.00101
        0| -0.00205 -0.00205 -0.00203 -0.00197 -0.00187 -0.00174 -0.00158 -0.00139 -0.00118-0.000955-0.000714-0.000466-0.000217 2.49e-05 0.000254 0.000463 0.000646 0.000797  0.00091 0.000983  0.00101  0.00101

