nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21| -0.00951 -0.00951 -0.00402 -0.00297 -0.00278 -0.00281 -0.00296 -0.00317 -0.00347 -0.00386 -0.00438 -0.00506 -0.00597 -0.00717 -0.00873  -0.0104  -0.0112 -0.00708  0.00937   0.0496    0.112    0.112
       20| -0.00951 -0.00951 -0.00402 -0.00297 -0.00278 -0.00281 -0.00296 -0.00317 -0.00347 -0.00386 -0.00438 -0.00506 -0.00597 -0.00717 -0.00873  -0.0104  -0.0112 -0.00708  0.00937   0.0496    0.112    0.112
       19| -0.00546 -0.00546 -0.00479 -0.00413 -0.00375  -0.0036 -0.00361 -0.00372 -0.00394 -0.00428 -0.00476 -0.00541 -0.00629 -0.00752  -0.0092  -0.0113  -0.0133  -0.0137 -0.00648   0.0167   0.0533   0.0533
       18| -0.00421 -0.00421 -0.00404 -0.00375 -0.00358 -0.00353 -0.00358 -0.00373 -0.00398 -0.00434 -0.00484 -0.00554  -0.0065 -0.00785 -0.00975  -0.0123   -0.015  -0.0166  -0.0143 -0.00372   0.0127   0.0127
       17|  -0.0035  -0.0035 -0.00347 -0.00337 -0.00331 -0.00333 -0.00342  -0.0036 -0.00387 -0.00426 -0.00479 -0.00553 -0.00659 -0.00812  -0.0104  -0.0135  -0.0173  -0.0201  -0.0199  -0.0147 -0.00668 -0.00668
       16|   -0.003   -0.003 -0.00302   -0.003 -0.00301 -0.00307 -0.00319 -0.00339 -0.00366 -0.00405 -0.00458 -0.00533 -0.00642 -0.00806  -0.0106  -0.0144  -0.0191  -0.0233  -0.0241  -0.0199  -0.0143  -0.0143
       15| -0.00259 -0.00259 -0.00262 -0.00264 -0.00269 -0.00277  -0.0029 -0.00308 -0.00335  -0.0037 -0.00419 -0.00488  -0.0059 -0.00747 -0.00998  -0.0139  -0.0189  -0.0231  -0.0236  -0.0193  -0.0146  -0.0146
       14| -0.00222 -0.00222 -0.00226 -0.00229 -0.00235 -0.00243 -0.00255 -0.00271 -0.00294 -0.00323 -0.00363  -0.0042 -0.00501 -0.00628 -0.00831  -0.0114  -0.0154  -0.0187  -0.0184  -0.0141    -0.01    -0.01
       13| -0.00188 -0.00188 -0.00191 -0.00195   -0.002 -0.00207 -0.00217 -0.00229 -0.00246 -0.00267 -0.00296 -0.00334 -0.00388 -0.00469 -0.00594 -0.00782  -0.0101  -0.0118  -0.0107 -0.00659 -0.00334 -0.00334
       12| -0.00155 -0.00155 -0.00158 -0.00161 -0.00165  -0.0017 -0.00177 -0.00185 -0.00195 -0.00207 -0.00222 -0.00242 -0.00266 -0.00301 -0.00349 -0.00414  -0.0048 -0.00481 -0.00301  0.00048  0.00285  0.00285
       11| -0.00124 -0.00124 -0.00127 -0.00129 -0.00131 -0.00134 -0.00137 -0.00141 -0.00144 -0.00147  -0.0015 -0.00152 -0.00152 -0.00149  -0.0014  -0.0012-0.000752 0.000353  0.00241  0.00511  0.00669  0.00669
       10|-0.000953-0.000953-0.000972-0.000984-0.000992-0.000995-0.000992 -0.00098-0.000955-0.000909-0.000834-0.000716-0.000534-0.000256 0.000166   0.0008   0.0018  0.00321  0.00503  0.00686  0.00783  0.00783
        9|-0.000684-0.000684-0.000698  -0.0007-0.000692-0.000674-0.000641 -0.00059-0.000515-0.000407-0.000254-4.06e-05 0.000257 0.000672  0.00125  0.00204   0.0031  0.00437  0.00572  0.00683  0.00735  0.00735
        8| -0.00044 -0.00044 -0.00045-0.000443-0.000422-0.000384-0.000326-0.000243 -0.00013 2.37e-05 0.000229 0.000501  0.00086  0.00133  0.00194  0.00272  0.00365  0.00465  0.00559  0.00625  0.00651  0.00651
        7|-0.000226-0.000226-0.000232-0.000218-0.000184-0.000131-5.31e-05 5.34e-05 0.000195 0.000379 0.000616 0.000919   0.0013  0.00178  0.00236  0.00305  0.00382  0.00459  0.00525  0.00567  0.00581  0.00581
        6|-4.33e-05-4.33e-05-4.59e-05-2.56e-05 1.66e-05 8.25e-05 0.000175 0.000299 0.000459 0.000663 0.000917  0.00123  0.00161  0.00207   0.0026   0.0032  0.00382  0.00442   0.0049  0.00519  0.00528  0.00528
        5| 0.000105 0.000105 0.000105  0.00013  0.00018 0.000255 0.000358 0.000494 0.000667 0.000881  0.00114  0.00146  0.00183  0.00225  0.00273  0.00325  0.00376  0.00423   0.0046  0.00482  0.00488  0.00488
        4| 0.000218 0.000218  0.00022 0.000249 0.000304 0.000386 0.000497 0.000641 0.000822  0.00104  0.00131  0.00161  0.00197  0.00237   0.0028  0.00325  0.00369  0.00408  0.00438  0.00455   0.0046   0.0046
        3| 0.000294 0.000294 0.000298  0.00033 0.000388 0.000475 0.000592 0.000742 0.000928  0.00115  0.00142  0.00172  0.00206  0.00244  0.00284  0.00324  0.00363  0.00396  0.00422  0.00437  0.00441  0.00441
        2| 0.000334 0.000334 0.000339 0.000372 0.000433 0.000523 0.000645 0.000799 0.000989  0.00122  0.00148  0.00178  0.00212  0.00248  0.00286  0.00324  0.00359   0.0039  0.00413  0.00426   0.0043   0.0043
        1| 0.000341 0.000341 0.000346 0.000379 0.000441 0.000533 0.000657 0.000814  0.00101  0.00124   0.0015   0.0018  0.00214   0.0025  0.00287  0.00324  0.00358  0.00388   0.0041  0.00423  0.00427  0.00427
        0| 0.000341 0.000341 0.000346 0.000379 0.000441 0.000533 0.000657 0.000814  0.00101  0.00124   0.0015   0.0018  0.00214   0.0025  0.00287  0.00324  0.00358  0.00388   0.0041  0.00423  0.00427  0.00427

