nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21| -0.00955 -0.00955 -0.00404 -0.00296 -0.00274 -0.00275 -0.00288 -0.00308 -0.00337 -0.00375 -0.00426 -0.00492  -0.0058 -0.00694 -0.00833 -0.00969  -0.0099 -0.00514   0.0115   0.0515    0.114    0.114
       20| -0.00955 -0.00955 -0.00404 -0.00296 -0.00274 -0.00275 -0.00288 -0.00308 -0.00337 -0.00375 -0.00426 -0.00492  -0.0058 -0.00694 -0.00833 -0.00969  -0.0099 -0.00514   0.0115   0.0515    0.114    0.114
       19|  -0.0055  -0.0055 -0.00482 -0.00412 -0.00372 -0.00355 -0.00354 -0.00364 -0.00386 -0.00419 -0.00466  -0.0053 -0.00616 -0.00733 -0.00886  -0.0106   -0.012  -0.0115 -0.00394    0.019   0.0552   0.0552
       18| -0.00427 -0.00427 -0.00409 -0.00377 -0.00358 -0.00351 -0.00356  -0.0037 -0.00394  -0.0043 -0.00481  -0.0055 -0.00645 -0.00775  -0.0095  -0.0116  -0.0135   -0.014   -0.011-0.000635   0.0153   0.0153
       17| -0.00357 -0.00357 -0.00353 -0.00342 -0.00335 -0.00335 -0.00344 -0.00362  -0.0039 -0.00429 -0.00485 -0.00562  -0.0067 -0.00822  -0.0104  -0.0131  -0.0158  -0.0171  -0.0158  -0.0109 -0.00374 -0.00374
       16| -0.00308 -0.00308 -0.00309 -0.00306 -0.00307 -0.00313 -0.00325 -0.00345 -0.00375 -0.00416 -0.00474 -0.00556 -0.00676 -0.00852  -0.0111  -0.0146  -0.0184  -0.0208  -0.0205   -0.017  -0.0124  -0.0124
       15| -0.00267 -0.00267 -0.00269 -0.00271 -0.00276 -0.00284 -0.00298 -0.00319 -0.00348 -0.00389 -0.00445 -0.00527 -0.00648 -0.00834  -0.0112  -0.0153  -0.0199  -0.0232   -0.023   -0.019  -0.0149  -0.0149
       14| -0.00229 -0.00229 -0.00233 -0.00236 -0.00242 -0.00252 -0.00265 -0.00284 -0.00311 -0.00347 -0.00397  -0.0047  -0.0058 -0.00752  -0.0102  -0.0142  -0.0187  -0.0218   -0.021  -0.0167  -0.0128  -0.0128
       13| -0.00194 -0.00194 -0.00197 -0.00201 -0.00207 -0.00216 -0.00227 -0.00243 -0.00265 -0.00293 -0.00333  -0.0039 -0.00475 -0.00607 -0.00817  -0.0112  -0.0146  -0.0167  -0.0154  -0.0111 -0.00762 -0.00762
       12|  -0.0016  -0.0016 -0.00163 -0.00166 -0.00171 -0.00178 -0.00186 -0.00198 -0.00213 -0.00232 -0.00258 -0.00295 -0.00347 -0.00427 -0.00549 -0.00719 -0.00901 -0.00986 -0.00804 -0.00413  -0.0014  -0.0014
       11| -0.00127 -0.00127 -0.00129 -0.00132 -0.00135  -0.0014 -0.00145 -0.00151 -0.00159 -0.00168  -0.0018 -0.00196 -0.00217 -0.00246 -0.00287 -0.00337 -0.00374  -0.0033 -0.00122  0.00193  0.00382  0.00382
       10|-0.000954-0.000954-0.000975-0.000992 -0.00101 -0.00102 -0.00104 -0.00105 -0.00106 -0.00106 -0.00106 -0.00103-0.000986-0.000897-0.000735-0.000435 0.000179   0.0014  0.00341  0.00568  0.00682  0.00682
        9|-0.000661-0.000661-0.000677-0.000683-0.000681-0.000672-0.000652-0.000619-0.000569-0.000494-0.000385-0.000227 -1.9e-07 0.000329 0.000806   0.0015  0.00254  0.00392  0.00556    0.007  0.00762  0.00762
        8|-0.000394-0.000394-0.000405-0.000401-0.000383-0.000351-0.000302 -0.00023-0.000131 4.42e-06 0.000188 0.000436 0.000772  0.00122  0.00183  0.00266   0.0037   0.0049  0.00608  0.00693  0.00723  0.00723
        7|-0.000157-0.000157-0.000164-0.000151 -0.00012-6.89e-05 5.08e-06 0.000107 0.000243 0.000422 0.000655 0.000958  0.00135  0.00185  0.00248  0.00327  0.00417  0.00511  0.00593  0.00645  0.00659  0.00659
