nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21| -0.00926 -0.00926 -0.00383 -0.00287 -0.00273  -0.0028 -0.00297  -0.0032  -0.0035  -0.0039  -0.0044 -0.00507 -0.00596 -0.00723 -0.00905  -0.0115  -0.0142  -0.0133 0.000832   0.0416    0.107    0.107
       20| -0.00926 -0.00926 -0.00383 -0.00287 -0.00273  -0.0028 -0.00297  -0.0032  -0.0035  -0.0039  -0.0044 -0.00507 -0.00596 -0.00723 -0.00905  -0.0115  -0.0142  -0.0133 0.000832   0.0416    0.107    0.107
       19| -0.00524 -0.00524  -0.0046   -0.004 -0.00367 -0.00355 -0.00358  -0.0037 -0.00393 -0.00426 -0.00471 -0.00533 -0.00618 -0.00741 -0.00926  -0.0121   -0.016  -0.0202  -0.0167  0.00626   0.0451   0.0451
       18| -0.00395 -0.00395  -0.0038 -0.00356 -0.00342  -0.0034 -0.00346 -0.00361 -0.00385 -0.00418 -0.00463 -0.00524 -0.00609 -0.00734 -0.00929  -0.0123   -0.017   -0.023  -0.0255  -0.0156  0.00339  0.00339
       17| -0.00322 -0.00322  -0.0032 -0.00313 -0.00309 -0.00312 -0.00321 -0.00337  -0.0036 -0.00392 -0.00435 -0.00494 -0.00575 -0.00695 -0.00884  -0.0119  -0.0169  -0.0233  -0.0274  -0.0216  -0.0108  -0.0108
       16| -0.00272 -0.00272 -0.00274 -0.00274 -0.00275 -0.00281 -0.00291 -0.00306 -0.00327 -0.00355 -0.00393 -0.00443 -0.00511  -0.0061 -0.00763  -0.0101  -0.0141  -0.0189  -0.0215   -0.017  -0.0101  -0.0101
       15| -0.00232 -0.00232 -0.00236 -0.00238 -0.00242 -0.00248 -0.00257  -0.0027 -0.00288  -0.0031 -0.00338 -0.00374 -0.00422 -0.00487 -0.00582 -0.00726 -0.00936  -0.0116   -0.012  -0.0079 -0.00315 -0.00315
       14| -0.00198 -0.00198 -0.00202 -0.00205 -0.00209 -0.00215 -0.00222 -0.00232 -0.00244 -0.00259 -0.00277 -0.00297 -0.00322 -0.00351 -0.00386 -0.00428 -0.00473 -0.00479 -0.00335 0.000463  0.00387  0.00387
       13| -0.00168 -0.00168 -0.00172 -0.00175 -0.00178 -0.00182 -0.00187 -0.00193   -0.002 -0.00207 -0.00214  -0.0022 -0.00224 -0.00222 -0.00212 -0.00186  -0.0013-9.92e-05  0.00204  0.00517  0.00755  0.00755
       12| -0.00141 -0.00141 -0.00144 -0.00146 -0.00149 -0.00151 -0.00153 -0.00156 -0.00157 -0.00157 -0.00155 -0.00149 -0.00137 -0.00115-0.000772-0.000161 0.000827  0.00228  0.00421  0.00634  0.00781  0.00781
       11| -0.00116 -0.00116 -0.00119  -0.0012 -0.00121 -0.00122 -0.00122  -0.0012 -0.00117 -0.00112 -0.00102-0.000877-0.000651-0.000311 0.000188 0.000915  0.00191  0.00317  0.00459  0.00587  0.00666  0.00666
       10|-0.000937-0.000937-0.000955-0.000963-0.000962 -0.00095-0.000926-0.000884-0.000818 -0.00072-0.000578-0.000376-9.36e-05 0.000295 0.000823  0.00152  0.00238  0.00336  0.00433  0.00509  0.00548  0.00548
        9|-0.000735-0.000735-0.000748-0.000749-0.000737-0.000711-0.000669-0.000604-0.000513-0.000385-0.000213 1.78e-05 0.000321 0.000714  0.00121  0.00182  0.00252  0.00325  0.00392   0.0044   0.0046   0.0046
        8|-0.000556-0.000556-0.000566 -0.00056 -0.00054-0.000503-0.000446-0.000365-0.000256-0.000111 7.75e-05 0.000318  0.00062 0.000993  0.00144  0.00195  0.00251  0.00306  0.00353  0.00384  0.00396  0.00396
        7|-0.000402-0.000402-0.000409-0.000398-0.000371-0.000325-0.000258-0.000167 -4.6e-05 0.000108 0.000302 0.000541  0.00083  0.00117  0.00156  0.00199  0.00243  0.00285   0.0032  0.00341  0.00349  0.00349
        6|-0.000273-0.000273-0.000277-0.000263 -0.00023-0.000178-0.000104-5.49e-06 0.000121 0.000279 0.000473 0.000704 0.000974  0.00128  0.00162  0.00198  0.00234  0.00267  0.00293  0.00309  0.00314  0.00314
        5|-0.000169-0.000169-0.000172-0.000154-0.000118-6.15e-05 1.74e-05 0.000121  0.00025 0.000409 0.000598 0.000819  0.00107  0.00135  0.00165  0.00196  0.00225  0.00251  0.00272  0.00284  0.00288  0.00288
