nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21|  -0.0269  -0.0269  -0.0208  -0.0179  -0.0153  -0.0129  -0.0106 -0.00854 -0.00663 -0.00483 -0.00312 -0.00145  0.00023  0.00194  0.00375  0.00575  0.00812   0.0113   0.0162   0.0251   0.0409   0.0409
       20|  -0.0269  -0.0269  -0.0208  -0.0179  -0.0153  -0.0129  -0.0106 -0.00854 -0.00663 -0.00483 -0.00312 -0.00145  0.00023  0.00194  0.00375  0.00575  0.00812   0.0113   0.0162   0.0251   0.0409   0.0409
       19|  -0.0202  -0.0202  -0.0187  -0.0166  -0.0144  -0.0122  -0.0101 -0.00816 -0.00635 -0.00463 -0.00297 -0.00134 0.000279  0.00195   0.0037   0.0056  0.00774   0.0103   0.0138    0.019   0.0263   0.0263
       18|   -0.016   -0.016  -0.0153  -0.0141  -0.0125  -0.0108 -0.00913 -0.00746 -0.00584 -0.00425  -0.0027 -0.00116 0.000403  0.00201   0.0037  0.00553  0.00758  0.00994   0.0128   0.0162   0.0193   0.0193
       17|  -0.0132  -0.0132  -0.0128   -0.012  -0.0108 -0.00953 -0.00814 -0.00671 -0.00528 -0.00385 -0.00242-0.000976 0.000488    0.002  0.00358  0.00527   0.0071  0.00911   0.0113   0.0134   0.0149   0.0149
       16|  -0.0111  -0.0111  -0.0108  -0.0102 -0.00938 -0.00835  -0.0072 -0.00598 -0.00472 -0.00344 -0.00214-0.000825 0.000522  0.00191  0.00335  0.00484  0.00641  0.00803  0.00962    0.011   0.0118   0.0118
       15| -0.00946 -0.00946 -0.00926  -0.0088 -0.00813 -0.00729 -0.00633  -0.0053  -0.0042 -0.00306  -0.0019-0.000706 0.000513  0.00176  0.00303  0.00433  0.00565  0.00693   0.0081  0.00903  0.00952  0.00952
       14| -0.00813 -0.00813 -0.00797  -0.0076 -0.00706 -0.00637 -0.00557 -0.00468 -0.00372 -0.00272 -0.00168-0.000618 0.000469  0.00157  0.00269   0.0038  0.00489   0.0059  0.00679  0.00745  0.00777  0.00777
       13| -0.00702 -0.00702 -0.00689  -0.0066 -0.00615 -0.00557 -0.00489 -0.00413  -0.0033 -0.00242  -0.0015-0.000557 0.000404  0.00137  0.00234  0.00328  0.00418  0.00499  0.00568  0.00616   0.0064   0.0064
       12| -0.00611 -0.00611   -0.006 -0.00575 -0.00538 -0.00489 -0.00431 -0.00365 -0.00292 -0.00215 -0.00135-0.000518 0.000325  0.00117    0.002   0.0028  0.00355  0.00421  0.00474  0.00512  0.00529  0.00529
       11| -0.00534 -0.00534 -0.00525 -0.00504 -0.00472 -0.00431 -0.00381 -0.00323  -0.0026 -0.00193 -0.00122-0.000495 0.000242 0.000975  0.00169  0.00237  0.00299  0.00353  0.00396  0.00426  0.00439  0.00439
       10|  -0.0047  -0.0047 -0.00462 -0.00444 -0.00417 -0.00381 -0.00338 -0.00288 -0.00233 -0.00174 -0.00112-0.000484 0.000159 0.000795  0.00141  0.00199  0.00251  0.00296  0.00332  0.00355  0.00366  0.00366
        9| -0.00416 -0.00416  -0.0041 -0.00394 -0.00371  -0.0034 -0.00302 -0.00258  -0.0021 -0.00159 -0.00104-0.000482 8.07e-05 0.000635  0.00117  0.00166  0.00211  0.00248  0.00278  0.00297  0.00306  0.00306
        8| -0.00372 -0.00372 -0.00366 -0.00353 -0.00332 -0.00305 -0.00272 -0.00234 -0.00191 -0.00146-0.000976-0.000484 9.58e-06 0.000494 0.000956  0.00138  0.00176  0.00209  0.00233   0.0025  0.00257  0.00257
        7| -0.00336 -0.00336  -0.0033 -0.00318   -0.003 -0.00276 -0.00247 -0.00213 -0.00176 -0.00135-0.000925-0.000489-5.31e-05 0.000373 0.000778  0.00115  0.00148  0.00176  0.00197  0.00211  0.00217  0.00217
        6| -0.00306 -0.00306 -0.00301 -0.00291 -0.00274 -0.00253 -0.00227 -0.00197 -0.00163 -0.00127-0.000885-0.000496-0.000107 0.000272 0.000631  0.00096  0.00125  0.00149  0.00168   0.0018  0.00185  0.00185
        5| -0.00282 -0.00282 -0.00278 -0.00269 -0.00254 -0.00235 -0.00211 -0.00183 -0.00153  -0.0012-0.000854-0.000502-0.000151  0.00019 0.000513 0.000808  0.00107  0.00128  0.00145  0.00155   0.0016   0.0016
        4| -0.00265 -0.00265 -0.00261 -0.00252 -0.00238  -0.0022 -0.00199 -0.00173 -0.00145 -0.00115-0.000831-0.000508-0.000185 0.000127 0.000422 0.000691 0.000927  0.00112  0.00127  0.00137  0.00141  0.00141
        3| -0.00252 -0.00252 -0.00248  -0.0024 -0.00227  -0.0021  -0.0019 -0.00166  -0.0014 -0.00111-0.000815-0.000512-0.000211 8.14e-05 0.000356 0.000607 0.000826  0.00101  0.00115  0.00124  0.00128  0.00128
        2| -0.00244 -0.00244  -0.0024 -0.00232  -0.0022 -0.00204 -0.00184 -0.00162 -0.00136 -0.00109-0.000805-0.000515-0.000227 5.24e-05 0.000315 0.000554 0.000763 0.000935  0.00107  0.00115  0.00119  0.00119
        1|  -0.0024  -0.0024 -0.00237 -0.00229 -0.00217 -0.00201 -0.00182  -0.0016 -0.00135 -0.00108-0.000801-0.000516-0.000234 3.99e-05 0.000297 0.000531 0.000735 0.000904  0.00103  0.00112  0.00115  0.00115
        0|  -0.0024  -0.0024 -0.00237 -0.00229 -0.00217 -0.00201 -0.00182  -0.0016 -0.00135 -0.00108-0.000801-0.000516-0.000234 3.99e-05 0.000297 0.000531 0.000735 0.000904  0.00103  0.00112  0.00115  0.00115

